계산일자,통화코드,시장평균환율
2020-11-25,JPY,1063.24
2020-11-25,USD,1111.2
2020-11-26,CNY,168.42
2020-11-26,EUR,1317.82
2020-11-26,JPY,1059.59
2020-11-26,USD,1107.2
2020-11-27,CNY,168.56
2020-11-27,EUR,1318.82
2020-11-27,JPY,1060.02
2020-11-27,USD,1105.8
2020-11-30,CNY,168.08
2020-11-30,EUR,1316.34
2020-11-30,JPY,1061.45
2020-11-30,USD,1104.4
2020-12-01,CNY,168.05
2020-12-01,EUR,1322.45
2020-12-01,JPY,1063.2
2020-12-01,USD,1104.9
2020-12-02,CNY,168.43
2020-12-02,EUR,1323.2
2020-12-02,JPY,1061.12
2020-12-02,USD,1107.1
2020-12-03,CNY,168.49
2020-12-03,EUR,1331.97
2020-12-03,JPY,1057
2020-12-03,USD,1103.3
2020-12-04,CNY,167.73
2020-12-04,EUR,1330.68
2020-12-04,JPY,1051.34
2020-12-04,USD,1098.1
2020-12-07,CNY,166.37
2020-12-07,EUR,1319.93
2020-12-07,JPY,1046.33
2020-12-07,USD,1086.6
2020-12-08,CNY,166.11
2020-12-08,EUR,1313.42
2020-12-08,JPY,1040.46
2020-12-08,USD,1082.7
2020-12-09,CNY,166.26
2020-12-09,EUR,1313.4
2020-12-09,JPY,1042.28
2020-12-09,USD,1084.4
2020-12-10,CNY,166.46
2020-12-10,EUR,1313.44
2020-12-10,JPY,1040.42
2020-12-10,USD,1083.6
2020-12-11,CNY,166.37
2020-12-11,EUR,1313.02
2020-12-11,JPY,1040.7
2020-12-11,USD,1086.2
2020-12-14,CNY,166.88
2020-12-14,EUR,1323.81
2020-12-14,JPY,1047.06
2020-12-14,USD,1089.3
2020-12-15,CNY,167.12
2020-12-15,EUR,1323.07
2020-12-15,JPY,1048.69
2020-12-15,USD,1090.8
2020-12-16,CNY,167.25
2020-12-16,EUR,1328.82
2020-12-16,JPY,1050.51
2020-12-16,USD,1093.2
2020-12-17,CNY,167.42
2020-12-17,EUR,1327.64
2020-12-17,JPY,1054.27
2020-12-17,USD,1092.2
2020-12-18,CNY,167.89
2020-12-18,EUR,1334.61
2020-12-18,JPY,1057.26
2020-12-18,USD,1092.8
2020-12-21,CNY,168.34
2020-12-21,EUR,1344.89
2020-12-21,JPY,1062.39
2020-12-21,USD,1097.9
2020-12-22,CNY,168.53
2020-12-22,EUR,1343.2
2020-12-22,JPY,1064.82
2020-12-22,USD,1101.2
2020-12-23,CNY,169.23
2020-12-23,EUR,1353.2
2020-12-23,JPY,1070.28
2020-12-23,USD,1106.6
2020-12-24,CNY,169.57
2020-12-24,EUR,1350.7
2020-12-24,JPY,1071.29
2020-12-24,USD,1108.9
2020-12-28,CNY,169.18
2020-12-28,EUR,1347.37
2020-12-28,JPY,1065.91
2020-12-28,USD,1103.7
2020-12-29,CNY,168.49
2020-12-29,EUR,1340.74
2020-12-29,JPY,1060.79
2020-12-29,USD,1098.2
2020-12-30,CNY,167.59
2020-12-30,EUR,1337.73
2020-12-30,JPY,1054.29
2020-12-30,USD,1093.2
2020-12-31,CNY,167.08
2020-12-31,EUR,1335.9
2020-12-31,JPY,1052.28
2020-12-31,USD,1088
